AnimalID,LitterRef,Group,DateOfBirth,Sex,Treatment,Outcome,Time,Mnths,LitterSize,Mat.Birthdate,Mat.Age,MAMnths,Mat.Litter,Mother,Sur30,GroupSize,TunnelSize,M,Density,Mat_Col,Pat_Col,Date,Weight,Age,Amnths
VLM002,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,04/07/2020,30,48,1.6
VLM003,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,04/07/2020,38,48,1.6
BAM001,573,Bateleur,30/03/2020,M,IB,Death,1332,44,3,28/04/2017,1067,35.3,1,1,1,2,S,4,0.5,Tesla,Tesla,07/07/2020,35,100,3.3
KSF001,588,Kapantsi,11/06/2020,F,NB,NA,1359,44.9,3,11/08/2016,1400,46.3,1,8,1,2,S,4,0.5,Moniz,Nakuru,07/07/2020,21,27,0.9
MBF003,586,Marabou,09/06/2020,F,NB,StatusChange,969,32,3,28/06/2016,1442,47.7,1,10,1,2,S,4,0.5,Durrell,Moniz,07/07/2020,24,29,1
PIF001,593,Pigeon,28/06/2020,F,IB,NA,1342,44.4,2,26/03/2016,1555,51.4,1,11,1,2,S,4,0.5,Moniz,Moniz,07/07/2020,14,10,0.3
TEM002,587,Tit-Babbler,08/06/2020,M,IB,NA,1362,45,3,15/11/2015,1667,55.1,1,15,1,2,S,4,0.5,Crick,Crick,07/07/2020,26,30,1
TEM003,587,Tit-Babbler,08/06/2020,M,IB,NA,1362,45,3,15/11/2015,1667,55.1,1,15,1,2,S,4,0.5,Crick,Crick,07/07/2020,22,30,1
TLF005,574,Tarentaal,30/03/2020,F,IB,NA,1432,47.3,5,27/01/2016,1524,50.4,2,13,1,2,S,4,0.5,Tesla,Tesla,07/07/2020,45,100,3.3
TLF007,574,Tarentaal,30/03/2020,F,IB,NA,1432,47.3,5,27/01/2016,1524,50.4,2,13,1,2,S,4,0.5,Tesla,Tesla,07/07/2020,42,100,3.3
VLM001,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,07/07/2020,33,51,1.7
VLM002,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,07/07/2020,32,51,1.7
VLM003,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,07/07/2020,42,51,1.7
BAM001,573,Bateleur,30/03/2020,M,IB,Death,1332,44,3,28/04/2017,1067,35.3,1,1,1,2,S,4,0.5,Tesla,Tesla,13/07/2020,35,106,3.5
TLF005,574,Tarentaal,30/03/2020,F,IB,NA,1432,47.3,5,27/01/2016,1524,50.4,2,13,1,2,S,4,0.5,Tesla,Tesla,13/07/2020,45,106,3.5
TLF007,574,Tarentaal,30/03/2020,F,IB,NA,1432,47.3,5,27/01/2016,1524,50.4,2,13,1,2,S,4,0.5,Tesla,Tesla,13/07/2020,38,106,3.5
BAM001,573,Bateleur,30/03/2020,M,IB,Death,1332,44,3,28/04/2017,1067,35.3,1,1,1,2,S,4,0.5,Tesla,Tesla,15/07/2020,37,108,3.6
GEF001,563,Geelvink,23/02/2020,F,NB,NA,1468,48.5,3,14/06/2014,2080,68.8,1,4,1,2,S,4,0.5,G11,Bennett,15/07/2020,52,144,4.8
GEM003,563,Geelvink,23/02/2020,M,NB,NA,1468,48.5,3,14/06/2014,2080,68.8,1,4,1,2,S,4,0.5,G11,Bennett,15/07/2020,56,144,4.8
KBM002,557,Kori,14/02/2020,M,NB,Death,1118,37,4,03/03/2017,1078,35.6,1,9,1,2,S,4,0.5,Cousteau,Aristotle,15/07/2020,52,153,5.1
TLF007,574,Tarentaal,30/03/2020,F,IB,NA,1432,47.3,5,27/01/2016,1524,50.4,2,13,1,2,S,4,0.5,Tesla,Tesla,15/07/2020,41,108,3.6
TNF003,560,Tinktinkie,17/02/2020,F,IB,Death,1435,47.4,6,05/10/2017,865,28.6,1,14,1,2,S,4,0.5,Mandela,Mandela,15/07/2020,57,150,5
BAM001,573,Bateleur,30/03/2020,M,IB,Death,1332,44,3,28/04/2017,1067,35.3,1,1,1,2,S,4,0.5,Tesla,Tesla,18/07/2020,37,111,3.7
KSF001,588,Kapantsi,11/06/2020,F,NB,NA,1359,44.9,3,11/08/2016,1400,46.3,1,8,1,2,S,4,0.5,Moniz,Nakuru,18/07/2020,26,38,1.3
MBF003,586,Marabou,09/06/2020,F,NB,StatusChange,969,32,3,28/06/2016,1442,47.7,1,10,1,2,S,4,0.5,Durrell,Moniz,18/07/2020,25,40,1.3
PIF001,593,Pigeon,28/06/2020,F,IB,NA,1342,44.4,2,26/03/2016,1555,51.4,1,11,1,2,S,4,0.5,Moniz,Moniz,18/07/2020,17,21,0.7
TEM002,587,Tit-Babbler,08/06/2020,M,IB,NA,1362,45,3,15/11/2015,1667,55.1,1,15,1,2,S,4,0.5,Crick,Crick,18/07/2020,32,41,1.4
TEM003,587,Tit-Babbler,08/06/2020,M,IB,NA,1362,45,3,15/11/2015,1667,55.1,1,15,1,2,S,4,0.5,Crick,Crick,18/07/2020,28,41,1.4
VLM001,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,18/07/2020,38,62,2
VLM002,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,18/07/2020,35,62,2
VLM003,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,18/07/2020,47,62,2
VLM001,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,20/07/2020,40,64,2.1
VLM002,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,20/07/2020,37,64,2.1
VLM003,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,20/07/2020,46,64,2.1
BAM001,573,Bateleur,30/03/2020,M,IB,Death,1332,44,3,28/04/2017,1067,35.3,1,1,1,2,S,4,0.5,Tesla,Tesla,25/07/2020,41,118,3.9
KSF001,588,Kapantsi,11/06/2020,F,NB,NA,1359,44.9,3,11/08/2016,1400,46.3,1,8,1,2,S,4,0.5,Moniz,Nakuru,25/07/2020,27,45,1.5
MBF003,586,Marabou,09/06/2020,F,NB,StatusChange,969,32,3,28/06/2016,1442,47.7,1,10,1,2,S,4,0.5,Durrell,Moniz,25/07/2020,29,47,1.6
PIF001,593,Pigeon,28/06/2020,F,IB,NA,1342,44.4,2,26/03/2016,1555,51.4,1,11,1,2,S,4,0.5,Moniz,Moniz,25/07/2020,21,28,0.9
TEM002,587,Tit-Babbler,08/06/2020,M,IB,NA,1362,45,3,15/11/2015,1667,55.1,1,15,1,2,S,4,0.5,Crick,Crick,25/07/2020,38,48,1.6
TEM003,587,Tit-Babbler,08/06/2020,M,IB,NA,1362,45,3,15/11/2015,1667,55.1,1,15,1,2,S,4,0.5,Crick,Crick,25/07/2020,32,48,1.6
VLM001,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,25/07/2020,41,69,2.3
VLM002,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,25/07/2020,37,69,2.3
VLM003,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,25/07/2020,50,69,2.3
KBM002,557,Kori,14/02/2020,M,NB,Death,1118,37,4,03/03/2017,1078,35.6,1,9,1,2,S,4,0.5,Cousteau,Aristotle,28/07/2020,58,166,5.5
BAM001,573,Bateleur,30/03/2020,M,IB,Death,1332,44,3,28/04/2017,1067,35.3,1,1,1,2,S,4,0.5,Tesla,Tesla,29/07/2020,44,122,4
GEF001,563,Geelvink,23/02/2020,F,NB,NA,1468,48.5,3,14/06/2014,2080,68.8,1,4,1,2,S,4,0.5,G11,Bennett,29/07/2020,58,158,5.2
GEM003,563,Geelvink,23/02/2020,M,NB,NA,1468,48.5,3,14/06/2014,2080,68.8,1,4,1,2,S,4,0.5,G11,Bennett,29/07/2020,60,158,5.2
KBM002,557,Kori,14/02/2020,M,NB,Death,1118,37,4,03/03/2017,1078,35.6,1,9,1,2,S,4,0.5,Cousteau,Aristotle,29/07/2020,57,167,5.5
TLF005,574,Tarentaal,30/03/2020,F,IB,NA,1432,47.3,5,27/01/2016,1524,50.4,2,13,1,2,S,4,0.5,Tesla,Tesla,29/07/2020,47,122,4
TLF007,574,Tarentaal,30/03/2020,F,IB,NA,1432,47.3,5,27/01/2016,1524,50.4,2,13,1,2,S,4,0.5,Tesla,Tesla,29/07/2020,41,122,4
TNF003,560,Tinktinkie,17/02/2020,F,IB,Death,1435,47.4,6,05/10/2017,865,28.6,1,14,1,2,S,4,0.5,Mandela,Mandela,29/07/2020,61,164,5.4
KSF001,588,Kapantsi,11/06/2020,F,NB,NA,1359,44.9,3,11/08/2016,1400,46.3,1,8,1,2,S,4,0.5,Moniz,Nakuru,31/07/2020,27,51,1.7
MBF003,586,Marabou,09/06/2020,F,NB,StatusChange,969,32,3,28/06/2016,1442,47.7,1,10,1,2,S,4,0.5,Durrell,Moniz,31/07/2020,33,53,1.8
PIF001,593,Pigeon,28/06/2020,F,IB,NA,1342,44.4,2,26/03/2016,1555,51.4,1,11,1,2,S,4,0.5,Moniz,Moniz,31/07/2020,25,34,1.1
TEM002,587,Tit-Babbler,08/06/2020,M,IB,NA,1362,45,3,15/11/2015,1667,55.1,1,15,1,2,S,4,0.5,Crick,Crick,31/07/2020,40,54,1.8
TEM003,587,Tit-Babbler,08/06/2020,M,IB,NA,1362,45,3,15/11/2015,1667,55.1,1,15,1,2,S,4,0.5,Crick,Crick,31/07/2020,35,54,1.8
VLM001,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,31/07/2020,39,75,2.5
VLM002,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,31/07/2020,36,75,2.5
VLM003,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,31/07/2020,47,75,2.5
KSF001,588,Kapantsi,11/06/2020,F,NB,NA,1359,44.9,3,11/08/2016,1400,46.3,1,8,1,2,S,4,0.5,Moniz,Nakuru,03/08/2020,28,54,1.8
MBF003,586,Marabou,09/06/2020,F,NB,StatusChange,969,32,3,28/06/2016,1442,47.7,1,10,1,2,S,4,0.5,Durrell,Moniz,03/08/2020,31,56,1.9
TEM002,587,Tit-Babbler,08/06/2020,M,IB,NA,1362,45,3,15/11/2015,1667,55.1,1,15,1,2,S,4,0.5,Crick,Crick,03/08/2020,44,57,1.9
TEM003,587,Tit-Babbler,08/06/2020,M,IB,NA,1362,45,3,15/11/2015,1667,55.1,1,15,1,2,S,4,0.5,Crick,Crick,03/08/2020,38,57,1.9
VLM001,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,03/08/2020,39,78,2.6
VLM002,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,03/08/2020,37,78,2.6
VLM003,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,03/08/2020,50,78,2.6
TNF003,560,Tinktinkie,17/02/2020,F,IB,Death,1435,47.4,6,05/10/2017,865,28.6,1,14,1,2,S,4,0.5,Mandela,Mandela,07/08/2020,55,173,5.7
KSF001,588,Kapantsi,11/06/2020,F,NB,NA,1359,44.9,3,11/08/2016,1400,46.3,1,8,1,2,S,4,0.5,Moniz,Nakuru,08/08/2020,30,59,2
MBF003,586,Marabou,09/06/2020,F,NB,StatusChange,969,32,3,28/06/2016,1442,47.7,1,10,1,2,S,4,0.5,Durrell,Moniz,08/08/2020,38,61,2
PIF001,593,Pigeon,28/06/2020,F,IB,NA,1342,44.4,2,26/03/2016,1555,51.4,1,11,1,2,S,4,0.5,Moniz,Moniz,08/08/2020,30,42,1.4
TEM002,587,Tit-Babbler,08/06/2020,M,IB,NA,1362,45,3,15/11/2015,1667,55.1,1,15,1,2,S,4,0.5,Crick,Crick,08/08/2020,44,62,2
TEM003,587,Tit-Babbler,08/06/2020,M,IB,NA,1362,45,3,15/11/2015,1667,55.1,1,15,1,2,S,4,0.5,Crick,Crick,08/08/2020,38,62,2
VLM001,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,08/08/2020,41,83,2.7
VLM002,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,08/08/2020,39,83,2.7
VLM003,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,08/08/2020,52,83,2.7
BAM001,573,Bateleur,30/03/2020,M,IB,Death,1332,44,3,28/04/2017,1067,35.3,1,1,1,2,S,4,0.5,Tesla,Tesla,13/08/2020,51,137,4.5
GEF001,563,Geelvink,23/02/2020,F,NB,NA,1468,48.5,3,14/06/2014,2080,68.8,1,4,1,2,S,4,0.5,G11,Bennett,13/08/2020,58,173,5.7
GEM003,563,Geelvink,23/02/2020,M,NB,NA,1468,48.5,3,14/06/2014,2080,68.8,1,4,1,2,S,4,0.5,G11,Bennett,13/08/2020,60,173,5.7
KBM002,557,Kori,14/02/2020,M,NB,Death,1118,37,4,03/03/2017,1078,35.6,1,9,1,2,S,4,0.5,Cousteau,Aristotle,13/08/2020,61,182,6
TLF005,574,Tarentaal,30/03/2020,F,IB,NA,1432,47.3,5,27/01/2016,1524,50.4,2,13,1,2,S,4,0.5,Tesla,Tesla,13/08/2020,47,137,4.5
TLF007,574,Tarentaal,30/03/2020,F,IB,NA,1432,47.3,5,27/01/2016,1524,50.4,2,13,1,2,S,4,0.5,Tesla,Tesla,13/08/2020,42,137,4.5
TNF003,560,Tinktinkie,17/02/2020,F,IB,Death,1435,47.4,6,05/10/2017,865,28.6,1,14,1,2,S,4,0.5,Mandela,Mandela,13/08/2020,64,179,5.9
KSF001,588,Kapantsi,11/06/2020,F,NB,NA,1359,44.9,3,11/08/2016,1400,46.3,1,8,1,2,S,4,0.5,Moniz,Nakuru,15/08/2020,35,66,2.2
MBF003,586,Marabou,09/06/2020,F,NB,StatusChange,969,32,3,28/06/2016,1442,47.7,1,10,1,2,S,4,0.5,Durrell,Moniz,15/08/2020,40,68,2.2
PIF001,593,Pigeon,28/06/2020,F,IB,NA,1342,44.4,2,26/03/2016,1555,51.4,1,11,1,2,S,4,0.5,Moniz,Moniz,15/08/2020,34,49,1.6
TEM002,587,Tit-Babbler,08/06/2020,M,IB,NA,1362,45,3,15/11/2015,1667,55.1,1,15,1,2,S,4,0.5,Crick,Crick,15/08/2020,43,69,2.3
TEM003,587,Tit-Babbler,08/06/2020,M,IB,NA,1362,45,3,15/11/2015,1667,55.1,1,15,1,2,S,4,0.5,Crick,Crick,15/08/2020,36,69,2.3
VLM001,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,15/08/2020,45,90,3
VLM002,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,15/08/2020,33,90,3
VLM003,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,15/08/2020,51,90,3
KBM002,557,Kori,14/02/2020,M,NB,Death,1118,37,4,03/03/2017,1078,35.6,1,9,1,2,S,4,0.5,Cousteau,Aristotle,17/08/2020,61,186,6.1
KSF001,588,Kapantsi,11/06/2020,F,NB,NA,1359,44.9,3,11/08/2016,1400,46.3,1,8,1,2,S,4,0.5,Moniz,Nakuru,17/08/2020,31,68,2.2
MBF003,586,Marabou,09/06/2020,F,NB,StatusChange,969,32,3,28/06/2016,1442,47.7,1,10,1,2,S,4,0.5,Durrell,Moniz,17/08/2020,41,70,2.3
PIF001,593,Pigeon,28/06/2020,F,IB,NA,1342,44.4,2,26/03/2016,1555,51.4,1,11,1,2,S,4,0.5,Moniz,Moniz,17/08/2020,32,51,1.7
TEM002,587,Tit-Babbler,08/06/2020,M,IB,NA,1362,45,3,15/11/2015,1667,55.1,1,15,1,2,S,4,0.5,Crick,Crick,17/08/2020,41,71,2.3
TEM003,587,Tit-Babbler,08/06/2020,M,IB,NA,1362,45,3,15/11/2015,1667,55.1,1,15,1,2,S,4,0.5,Crick,Crick,17/08/2020,34,71,2.3
VLM001,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,17/08/2020,39,92,3
VLM003,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,17/08/2020,46,92,3
KBM002,557,Kori,14/02/2020,M,NB,Death,1118,37,4,03/03/2017,1078,35.6,1,9,1,2,S,4,0.5,Cousteau,Aristotle,20/08/2020,62,189,6.2
KSF001,588,Kapantsi,11/06/2020,F,NB,NA,1359,44.9,3,11/08/2016,1400,46.3,1,8,1,2,S,4,0.5,Moniz,Nakuru,22/08/2020,37,73,2.4
MBF003,586,Marabou,09/06/2020,F,NB,StatusChange,969,32,3,28/06/2016,1442,47.7,1,10,1,2,S,4,0.5,Durrell,Moniz,22/08/2020,43,75,2.5
PIF001,593,Pigeon,28/06/2020,F,IB,NA,1342,44.4,2,26/03/2016,1555,51.4,1,11,1,2,S,4,0.5,Moniz,Moniz,22/08/2020,34,56,1.9
SNF003,603,Sneeubal,14/08/2020,F,IB,NA,1295,42.8,3,15/11/2015,1734,57.3,1,12,1,2,S,4,0.5,West,West,22/08/2020,10,9,0.3
SNM002,603,Sneeubal,14/08/2020,M,IB,NA,1295,42.8,3,15/11/2015,1734,57.3,1,12,1,2,S,4,0.5,West,West,22/08/2020,11,9,0.3
TEM002,587,Tit-Babbler,08/06/2020,M,IB,NA,1362,45,3,15/11/2015,1667,55.1,1,15,1,2,S,4,0.5,Crick,Crick,22/08/2020,44,76,2.5
TEM003,587,Tit-Babbler,08/06/2020,M,IB,NA,1362,45,3,15/11/2015,1667,55.1,1,15,1,2,S,4,0.5,Crick,Crick,22/08/2020,35,76,2.5
TNM009,599,Tinktinkie,04/08/2020,M,IB,Death,1266,41.9,3,05/10/2017,1034,34.2,2,14,1,3,S,4,0.8,Mandela,Mandela,22/08/2020,14,19,0.6
VLM001,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,22/08/2020,37,97,3.2
VLM002,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,22/08/2020,35,97,3.2
VLM003,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,22/08/2020,45,97,3.2
TNF003,560,Tinktinkie,17/02/2020,F,IB,Death,1435,47.4,6,05/10/2017,865,28.6,1,14,1,2,S,4,0.5,Mandela,Mandela,26/08/2020,69,192,6.3
BAM001,573,Bateleur,30/03/2020,M,IB,Death,1332,44,3,28/04/2017,1067,35.3,1,1,1,2,S,4,0.5,Tesla,Tesla,27/08/2020,53,151,5
GEF001,563,Geelvink,23/02/2020,F,NB,NA,1468,48.5,3,14/06/2014,2080,68.8,1,4,1,2,S,4,0.5,G11,Bennett,27/08/2020,61,187,6.2
GEM003,563,Geelvink,23/02/2020,M,NB,NA,1468,48.5,3,14/06/2014,2080,68.8,1,4,1,2,S,4,0.5,G11,Bennett,27/08/2020,65,187,6.2
KBM002,557,Kori,14/02/2020,M,NB,Death,1118,37,4,03/03/2017,1078,35.6,1,9,1,2,S,4,0.5,Cousteau,Aristotle,27/08/2020,63,196,6.5
TLF005,574,Tarentaal,30/03/2020,F,IB,NA,1432,47.3,5,27/01/2016,1524,50.4,2,13,1,2,S,4,0.5,Tesla,Tesla,27/08/2020,50,151,5
TLF007,574,Tarentaal,30/03/2020,F,IB,NA,1432,47.3,5,27/01/2016,1524,50.4,2,13,1,2,S,4,0.5,Tesla,Tesla,27/08/2020,41,151,5
KSF001,588,Kapantsi,11/06/2020,F,NB,NA,1359,44.9,3,11/08/2016,1400,46.3,1,8,1,2,S,4,0.5,Moniz,Nakuru,28/08/2020,38,79,2.6
MBF003,586,Marabou,09/06/2020,F,NB,StatusChange,969,32,3,28/06/2016,1442,47.7,1,10,1,2,S,4,0.5,Durrell,Moniz,28/08/2020,44,81,2.7
PIF001,593,Pigeon,28/06/2020,F,IB,NA,1342,44.4,2,26/03/2016,1555,51.4,1,11,1,2,S,4,0.5,Moniz,Moniz,28/08/2020,37,62,2
SNM001,603,Sneeubal,14/08/2020,M,IB,NA,1295,42.8,3,15/11/2015,1734,57.3,1,12,1,2,S,4,0.5,West,West,28/08/2020,13,15,0.5
SNM002,603,Sneeubal,14/08/2020,M,IB,NA,1295,42.8,3,15/11/2015,1734,57.3,1,12,1,2,S,4,0.5,West,West,28/08/2020,13,15,0.5
TEM002,587,Tit-Babbler,08/06/2020,M,IB,NA,1362,45,3,15/11/2015,1667,55.1,1,15,1,2,S,4,0.5,Crick,Crick,28/08/2020,45,82,2.7
TEM003,587,Tit-Babbler,08/06/2020,M,IB,NA,1362,45,3,15/11/2015,1667,55.1,1,15,1,2,S,4,0.5,Crick,Crick,28/08/2020,37,82,2.7
TNF003,560,Tinktinkie,17/02/2020,F,IB,Death,1435,47.4,6,05/10/2017,865,28.6,1,14,1,2,S,4,0.5,Mandela,Mandela,28/08/2020,63,194,6.4
TNM009,599,Tinktinkie,04/08/2020,M,IB,Death,1266,41.9,3,05/10/2017,1034,34.2,2,14,1,3,S,4,0.8,Mandela,Mandela,28/08/2020,14,25,0.8
VLM002,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,28/08/2020,36,103,3.4
KSF001,588,Kapantsi,11/06/2020,F,NB,NA,1359,44.9,3,11/08/2016,1400,46.3,1,8,1,2,S,4,0.5,Moniz,Nakuru,01/09/2020,37,83,2.7
MBF003,586,Marabou,09/06/2020,F,NB,StatusChange,969,32,3,28/06/2016,1442,47.7,1,10,1,2,S,4,0.5,Durrell,Moniz,01/09/2020,46,85,2.8
PIF001,593,Pigeon,28/06/2020,F,IB,NA,1342,44.4,2,26/03/2016,1555,51.4,1,11,1,2,S,4,0.5,Moniz,Moniz,01/09/2020,37,66,2.2
TEM002,587,Tit-Babbler,08/06/2020,M,IB,NA,1362,45,3,15/11/2015,1667,55.1,1,15,1,2,S,4,0.5,Crick,Crick,01/09/2020,47,86,2.8
TEM003,587,Tit-Babbler,08/06/2020,M,IB,NA,1362,45,3,15/11/2015,1667,55.1,1,15,1,2,S,4,0.5,Crick,Crick,01/09/2020,40,86,2.8
VLM001,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,01/09/2020,39,107,3.5
VLM003,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,01/09/2020,47,107,3.5
KSF001,588,Kapantsi,11/06/2020,F,NB,NA,1359,44.9,3,11/08/2016,1400,46.3,1,8,1,2,S,4,0.5,Moniz,Nakuru,05/09/2020,40,87,2.9
MBF003,586,Marabou,09/06/2020,F,NB,StatusChange,969,32,3,28/06/2016,1442,47.7,1,10,1,2,S,4,0.5,Durrell,Moniz,05/09/2020,47,89,2.9
PIF001,593,Pigeon,28/06/2020,F,IB,NA,1342,44.4,2,26/03/2016,1555,51.4,1,11,1,2,S,4,0.5,Moniz,Moniz,05/09/2020,38,70,2.3
SNF003,603,Sneeubal,14/08/2020,F,IB,NA,1295,42.8,3,15/11/2015,1734,57.3,1,12,1,2,S,4,0.5,West,West,05/09/2020,14,23,0.8
SNM001,603,Sneeubal,14/08/2020,M,IB,NA,1295,42.8,3,15/11/2015,1734,57.3,1,12,1,2,S,4,0.5,West,West,05/09/2020,16,23,0.8
SNM002,603,Sneeubal,14/08/2020,M,IB,NA,1295,42.8,3,15/11/2015,1734,57.3,1,12,1,2,S,4,0.5,West,West,05/09/2020,16,23,0.8
TEM002,587,Tit-Babbler,08/06/2020,M,IB,NA,1362,45,3,15/11/2015,1667,55.1,1,15,1,2,S,4,0.5,Crick,Crick,05/09/2020,40,90,3
TEM003,587,Tit-Babbler,08/06/2020,M,IB,NA,1362,45,3,15/11/2015,1667,55.1,1,15,1,2,S,4,0.5,Crick,Crick,05/09/2020,52,90,3
VLM001,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,05/09/2020,42,111,3.7
VLM002,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,05/09/2020,39,111,3.7
GEF001,563,Geelvink,23/02/2020,F,NB,NA,1468,48.5,3,14/06/2014,2080,68.8,1,4,1,2,S,4,0.5,G11,Bennett,07/09/2020,64,198,6.5
GEM003,563,Geelvink,23/02/2020,M,NB,NA,1468,48.5,3,14/06/2014,2080,68.8,1,4,1,2,S,4,0.5,G11,Bennett,07/09/2020,71,198,6.5
BAM001,573,Bateleur,30/03/2020,M,IB,Death,1332,44,3,28/04/2017,1067,35.3,1,1,1,2,S,4,0.5,Tesla,Tesla,10/09/2020,55,165,5.5
GEF001,563,Geelvink,23/02/2020,F,NB,NA,1468,48.5,3,14/06/2014,2080,68.8,1,4,1,2,S,4,0.5,G11,Bennett,10/09/2020,65,201,6.6
GEM003,563,Geelvink,23/02/2020,M,NB,NA,1468,48.5,3,14/06/2014,2080,68.8,1,4,1,2,S,4,0.5,G11,Bennett,10/09/2020,68,201,6.6
KBM002,557,Kori,14/02/2020,M,NB,Death,1118,37,4,03/03/2017,1078,35.6,1,9,1,2,S,4,0.5,Cousteau,Aristotle,10/09/2020,79,210,6.9
TLF005,574,Tarentaal,30/03/2020,F,IB,NA,1432,47.3,5,27/01/2016,1524,50.4,2,13,1,2,S,4,0.5,Tesla,Tesla,10/09/2020,57,165,5.5
TLF007,574,Tarentaal,30/03/2020,F,IB,NA,1432,47.3,5,27/01/2016,1524,50.4,2,13,1,2,S,4,0.5,Tesla,Tesla,10/09/2020,42,165,5.5
TNF003,560,Tinktinkie,17/02/2020,F,IB,Death,1435,47.4,6,05/10/2017,865,28.6,1,14,1,2,S,4,0.5,Mandela,Mandela,10/09/2020,68,207,6.8
